,Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Start Date,End Date
0,2019,1,F,1,1,204,162.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,22.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
1,2019,1,F,1,2,48,28.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2,2019,1,F,1,3,77,45.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
3,2019,1,F,1,4,161,100.0,4.0,29.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
4,2019,1,F,1,5,426,260.0,4.0,96.0,4.0,0.0,11.0,4.0,4.0,4.0,4.0,25.0,10.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
5,2019,1,F,1,6,885,500.0,4.0,209.0,40.0,4.0,15.0,4.0,4.0,10.0,4.0,63.0,28.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
6,2019,1,F,1,7,1684,942.0,20.0,368.0,62.0,4.0,32.0,24.0,26.0,21.0,4.0,146.0,35.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
7,2019,1,F,1,8,2338,1311.0,22.0,382.0,87.0,32.0,40.0,43.0,38.0,54.0,4.0,249.0,76.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
8,2019,1,F,1,9,3335,1908.0,33.0,363.0,95.0,126.0,55.0,77.0,58.0,53.0,4.0,417.0,146.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
9,2019,1,F,1,10,4716,2663.0,28.0,275.0,83.0,374.0,93.0,114.0,38.0,44.0,19.0,745.0,240.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
10,2019,1,F,2,1,19,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
11,2019,1,F,2,2,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
12,2019,1,F,2,3,8,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
13,2019,1,F,2,4,37,21.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
14,2019,1,F,2,5,70,38.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
15,2019,1,F,2,6,81,53.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
16,2019,1,F,2,7,209,119.0,4.0,29.0,10.0,0.0,4.0,4.0,4.0,4.0,4.0,23.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
17,2019,1,F,2,8,251,143.0,4.0,37.0,13.0,4.0,4.0,4.0,4.0,4.0,0.0,30.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
18,2019,1,F,2,9,246,140.0,4.0,28.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,34.0,12.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
19,2019,1,F,2,10,243,143.0,4.0,4.0,4.0,19.0,4.0,4.0,4.0,4.0,4.0,45.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
20,2019,1,F,3,1,35,23.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
21,2019,1,F,3,2,12,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
22,2019,1,F,3,3,16,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
23,2019,1,F,3,4,48,22.0,0.0,10.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
24,2019,1,F,3,5,104,50.0,4.0,26.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
25,2019,1,F,3,6,174,91.0,4.0,46.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,13.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
26,2019,1,F,3,7,434,237.0,4.0,122.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,30.0,13.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
27,2019,1,F,3,8,768,431.0,4.0,159.0,28.0,4.0,4.0,4.0,10.0,4.0,4.0,79.0,37.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
28,2019,1,F,3,9,1290,718.0,4.0,167.0,50.0,29.0,25.0,17.0,19.0,26.0,4.0,156.0,75.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
29,2019,1,F,3,10,2270,1299.0,24.0,156.0,55.0,135.0,46.0,45.0,25.0,26.0,10.0,333.0,116.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
30,2019,1,F,4,1,294,232.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,34.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
31,2019,1,F,4,2,59,27.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
32,2019,1,F,4,3,104,65.0,4.0,11.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
33,2019,1,F,4,4,298,192.0,4.0,28.0,12.0,0.0,4.0,4.0,4.0,4.0,11.0,31.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
34,2019,1,F,4,5,700,424.0,19.0,102.0,24.0,0.0,4.0,4.0,12.0,4.0,4.0,91.0,12.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
35,2019,1,F,4,6,1787,1014.0,28.0,290.0,61.0,4.0,26.0,27.0,11.0,30.0,12.0,228.0,56.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
36,2019,1,F,4,7,4199,2325.0,52.0,704.0,140.0,4.0,37.0,105.0,45.0,72.0,27.0,548.0,140.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
37,2019,1,F,4,8,5339,2950.0,66.0,789.0,169.0,44.0,61.0,141.0,46.0,98.0,22.0,762.0,191.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
38,2019,1,F,4,9,5705,3209.0,73.0,625.0,153.0,163.0,71.0,136.0,64.0,102.0,34.0,817.0,258.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
39,2019,1,F,4,10,6412,3685.0,61.0,359.0,126.0,399.0,73.0,114.0,35.0,116.0,44.0,1072.0,328.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
40,2019,1,F,5,1,343,286.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,29.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
41,2019,1,F,5,2,88,58.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
42,2019,1,F,5,3,222,140.0,4.0,31.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,19.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
43,2019,1,F,5,4,514,342.0,4.0,75.0,12.0,0.0,12.0,4.0,4.0,4.0,12.0,41.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
44,2019,1,F,5,5,1680,1041.0,17.0,320.0,32.0,0.0,33.0,18.0,10.0,4.0,19.0,153.0,33.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
45,2019,1,F,5,6,5124,2942.0,55.0,1055.0,109.0,4.0,70.0,157.0,50.0,51.0,36.0,495.0,100.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
46,2019,1,F,5,7,15590,8715.0,170.0,3297.0,314.0,52.0,188.0,726.0,134.0,111.0,72.0,1532.0,279.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
47,2019,1,F,5,8,28029,15513.0,274.0,5155.0,543.0,335.0,329.0,1652.0,328.0,304.0,114.0,2856.0,626.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
48,2019,1,F,5,9,41772,23541.0,368.0,5214.0,583.0,1541.0,488.0,2402.0,451.0,427.0,230.0,5038.0,1489.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
49,2019,1,F,5,10,69771,40325.0,484.0,3896.0,649.0,4292.0,1143.0,2281.0,596.0,645.0,666.0,11502.0,3292.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
50,2019,1,F,6,1,41,29.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
51,2019,1,F,6,2,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
52,2019,1,F,6,3,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
53,2019,1,F,6,4,31,15.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
54,2019,1,F,6,5,45,25.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
55,2019,1,F,6,6,136,75.0,0.0,20.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,17.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
56,2019,1,F,6,7,237,132.0,4.0,50.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,19.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
57,2019,1,F,6,8,284,158.0,4.0,51.0,4.0,4.0,4.0,17.0,4.0,4.0,0.0,30.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
58,2019,1,F,6,9,278,157.0,4.0,35.0,4.0,4.0,4.0,15.0,4.0,4.0,4.0,31.0,12.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
59,2019,1,F,6,10,332,196.0,0.0,14.0,4.0,18.0,4.0,12.0,4.0,4.0,0.0,53.0,23.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
60,2019,1,M,1,1,286,237.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,25.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
61,2019,1,M,1,2,46,26.0,0.0,12.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
62,2019,1,M,1,3,113,67.0,0.0,14.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
63,2019,1,M,1,4,299,193.0,4.0,33.0,4.0,0.0,10.0,4.0,4.0,4.0,12.0,27.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
64,2019,1,M,1,5,604,380.0,4.0,69.0,22.0,0.0,18.0,4.0,4.0,4.0,14.0,69.0,16.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
65,2019,1,M,1,6,1492,889.0,12.0,187.0,70.0,4.0,39.0,11.0,10.0,24.0,13.0,180.0,53.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
66,2019,1,M,1,7,2785,1600.0,28.0,401.0,117.0,4.0,51.0,29.0,23.0,49.0,19.0,396.0,68.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
67,2019,1,M,1,8,3446,1903.0,33.0,541.0,138.0,15.0,51.0,52.0,42.0,65.0,4.0,491.0,111.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
68,2019,1,M,1,9,3440,1903.0,29.0,427.0,120.0,81.0,63.0,103.0,48.0,56.0,4.0,476.0,130.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
69,2019,1,M,1,10,3118,1740.0,19.0,257.0,81.0,126.0,54.0,94.0,27.0,40.0,10.0,532.0,138.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
70,2019,1,M,2,1,32,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
71,2019,1,M,2,2,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
72,2019,1,M,2,3,16,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
73,2019,1,M,2,4,47,23.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
74,2019,1,M,2,5,63,35.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
75,2019,1,M,2,6,157,88.0,4.0,11.0,12.0,0.0,4.0,4.0,4.0,4.0,4.0,18.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
76,2019,1,M,2,7,260,150.0,4.0,33.0,12.0,0.0,4.0,4.0,4.0,4.0,4.0,37.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
77,2019,1,M,2,8,313,174.0,4.0,41.0,17.0,0.0,4.0,15.0,4.0,0.0,4.0,40.0,10.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
78,2019,1,M,2,9,260,146.0,4.0,30.0,11.0,4.0,4.0,11.0,4.0,4.0,0.0,38.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
79,2019,1,M,2,10,135,71.0,4.0,12.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,24.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
80,2019,1,M,3,1,55,43.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
81,2019,1,M,3,2,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
82,2019,1,M,3,3,27,19.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
83,2019,1,M,3,4,53,29.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
84,2019,1,M,3,5,120,65.0,4.0,13.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,18.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
85,2019,1,M,3,6,331,186.0,4.0,40.0,18.0,0.0,4.0,4.0,4.0,4.0,4.0,52.0,11.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
86,2019,1,M,3,7,801,439.0,4.0,161.0,28.0,0.0,12.0,4.0,4.0,4.0,4.0,121.0,20.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
87,2019,1,M,3,8,992,540.0,4.0,195.0,22.0,4.0,17.0,10.0,4.0,12.0,4.0,144.0,36.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
88,2019,1,M,3,9,1486,815.0,13.0,193.0,49.0,26.0,36.0,36.0,13.0,27.0,4.0,218.0,56.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
89,2019,1,M,3,10,1497,843.0,4.0,119.0,47.0,47.0,49.0,54.0,4.0,14.0,10.0,241.0,65.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
90,2019,1,M,4,1,305,241.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,40.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
91,2019,1,M,4,2,52,36.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
92,2019,1,M,4,3,120,72.0,4.0,12.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,12.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
93,2019,1,M,4,4,316,199.0,4.0,20.0,16.0,0.0,4.0,4.0,4.0,4.0,4.0,53.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
94,2019,1,M,4,5,816,498.0,4.0,59.0,39.0,0.0,4.0,4.0,4.0,18.0,13.0,153.0,20.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
95,2019,1,M,4,6,2167,1231.0,23.0,207.0,88.0,4.0,24.0,26.0,12.0,39.0,14.0,437.0,62.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
96,2019,1,M,4,7,5596,3112.0,65.0,760.0,186.0,4.0,50.0,95.0,38.0,80.0,39.0,990.0,177.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
97,2019,1,M,4,8,6557,3594.0,80.0,1007.0,198.0,22.0,57.0,158.0,56.0,128.0,27.0,1049.0,181.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
98,2019,1,M,4,9,5220,2904.0,64.0,653.0,152.0,81.0,72.0,131.0,34.0,107.0,18.0,822.0,182.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
99,2019,1,M,4,10,3072,1748.0,22.0,261.0,65.0,109.0,38.0,86.0,14.0,78.0,17.0,522.0,112.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
100,2019,1,M,5,1,522,418.0,4.0,4.0,4.0,0.0,4.0,4.0,12.0,4.0,54.0,10.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
101,2019,1,M,5,2,116,70.0,0.0,18.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
102,2019,1,M,5,3,277,183.0,4.0,32.0,11.0,0.0,4.0,0.0,4.0,4.0,12.0,19.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
103,2019,1,M,5,4,718,463.0,12.0,61.0,18.0,0.0,11.0,4.0,4.0,4.0,22.0,104.0,15.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
104,2019,1,M,5,5,2085,1279.0,19.0,241.0,78.0,0.0,32.0,16.0,13.0,17.0,22.0,342.0,26.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
105,2019,1,M,5,6,7292,4251.0,54.0,1057.0,214.0,4.0,95.0,117.0,55.0,60.0,40.0,1202.0,143.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
106,2019,1,M,5,7,22840,12804.0,192.0,3873.0,554.0,29.0,249.0,770.0,164.0,169.0,122.0,3503.0,411.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
107,2019,1,M,5,8,37578,20696.0,293.0,6274.0,856.0,208.0,403.0,1659.0,392.0,354.0,149.0,5538.0,756.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
108,2019,1,M,5,9,44689,24956.0,342.0,6208.0,822.0,892.0,532.0,2031.0,547.0,493.0,183.0,6435.0,1248.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
109,2019,1,M,5,10,45072,25557.0,321.0,3610.0,533.0,1695.0,702.0,1496.0,463.0,573.0,291.0,8236.0,1595.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
110,2019,1,M,6,1,66,46.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
111,2019,1,M,6,2,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
112,2019,1,M,6,3,12,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
113,2019,1,M,6,4,49,17.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
114,2019,1,M,6,5,78,39.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,11.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
115,2019,1,M,6,6,170,92.0,4.0,20.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,26.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
116,2019,1,M,6,7,437,239.0,4.0,48.0,15.0,0.0,4.0,14.0,4.0,4.0,4.0,97.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
117,2019,1,M,6,8,423,227.0,4.0,72.0,12.0,4.0,4.0,20.0,4.0,4.0,4.0,64.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
118,2019,1,M,6,9,314,172.0,4.0,45.0,4.0,4.0,4.0,14.0,4.0,4.0,4.0,51.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
119,2019,1,M,6,10,207,118.0,0.0,4.0,4.0,4.0,4.0,10.0,4.0,4.0,4.0,47.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
120,2019,2,F,1,1,210,180.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,14.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
121,2019,2,F,1,2,60,32.0,4.0,12.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
122,2019,2,F,1,3,86,47.0,0.0,19.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
123,2019,2,F,1,4,165,96.0,4.0,28.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,13.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
124,2019,2,F,1,5,356,215.0,0.0,80.0,12.0,0.0,4.0,4.0,4.0,4.0,4.0,25.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
125,2019,2,F,1,6,756,426.0,14.0,154.0,33.0,0.0,18.0,4.0,4.0,10.0,4.0,59.0,30.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
126,2019,2,F,1,7,1586,890.0,19.0,341.0,61.0,4.0,38.0,24.0,4.0,27.0,4.0,136.0,38.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
127,2019,2,F,1,8,2177,1211.0,20.0,399.0,103.0,24.0,25.0,31.0,26.0,32.0,4.0,224.0,78.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
128,2019,2,F,1,9,3058,1728.0,27.0,362.0,103.0,123.0,46.0,83.0,49.0,47.0,4.0,356.0,130.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
129,2019,2,F,1,10,4240,2420.0,24.0,238.0,84.0,326.0,66.0,93.0,37.0,48.0,20.0,664.0,220.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
130,2019,2,F,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
131,2019,2,F,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
132,2019,2,F,2,3,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
133,2019,2,F,2,4,24,12.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
134,2019,2,F,2,5,48,28.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
135,2019,2,F,2,6,86,50.0,4.0,12.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
136,2019,2,F,2,7,183,106.0,4.0,21.0,12.0,0.0,4.0,4.0,4.0,4.0,4.0,16.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
137,2019,2,F,2,8,222,130.0,4.0,33.0,4.0,0.0,4.0,14.0,0.0,4.0,0.0,25.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
138,2019,2,F,2,9,227,125.0,4.0,18.0,10.0,4.0,4.0,14.0,4.0,10.0,4.0,26.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
139,2019,2,F,2,10,193,110.0,0.0,4.0,4.0,10.0,4.0,15.0,4.0,4.0,4.0,30.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
140,2019,2,F,3,1,43,27.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
141,2019,2,F,3,2,16,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
142,2019,2,F,3,3,12,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
143,2019,2,F,3,4,29,17.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
144,2019,2,F,3,5,85,45.0,0.0,20.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
145,2019,2,F,3,6,255,137.0,0.0,84.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,14.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
146,2019,2,F,3,7,431,235.0,4.0,117.0,11.0,0.0,4.0,4.0,4.0,4.0,0.0,34.0,14.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
