,Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Start Date,End Date
598,2019,5,M,6,9,388,214.0,4.0,49.0,14.0,4.0,4.0,15.0,4.0,4.0,4.0,60.0,12.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
599,2019,5,M,6,10,202,114.0,4.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,40.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
600,2019,6,F,1,1,203,170.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,17.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
601,2019,6,F,1,2,42,26.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
602,2019,6,F,1,3,100,56.0,0.0,12.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
603,2019,6,F,1,4,156,95.0,0.0,33.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
604,2019,6,F,1,5,416,243.0,4.0,100.0,10.0,0.0,0.0,4.0,4.0,4.0,0.0,34.0,13.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
605,2019,6,F,1,6,786,463.0,4.0,193.0,22.0,0.0,4.0,4.0,4.0,4.0,4.0,55.0,29.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
606,2019,6,F,1,7,1476,840.0,14.0,339.0,55.0,4.0,10.0,15.0,10.0,22.0,4.0,132.0,31.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
607,2019,6,F,1,8,2145,1202.0,16.0,390.0,93.0,26.0,15.0,31.0,28.0,36.0,4.0,250.0,54.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
608,2019,6,F,1,9,2923,1630.0,20.0,365.0,101.0,109.0,27.0,63.0,37.0,53.0,14.0,374.0,130.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
609,2019,6,F,1,10,3969,2236.0,25.0,266.0,78.0,300.0,50.0,86.0,51.0,45.0,16.0,596.0,220.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
610,2019,6,F,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
611,2019,6,F,2,2,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
612,2019,6,F,2,3,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
613,2019,6,F,2,4,23,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
614,2019,6,F,2,5,47,27.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
615,2019,6,F,2,6,85,49.0,4.0,16.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
616,2019,6,F,2,7,168,98.0,4.0,18.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,24.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
617,2019,6,F,2,8,201,117.0,4.0,31.0,4.0,0.0,4.0,10.0,4.0,4.0,4.0,15.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
618,2019,6,F,2,9,213,126.0,4.0,28.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,23.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
619,2019,6,F,2,10,187,106.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,33.0,12.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
620,2019,6,F,3,1,39,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
621,2019,6,F,3,2,16,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
622,2019,6,F,3,3,16,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
623,2019,6,F,3,4,43,21.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
624,2019,6,F,3,5,108,52.0,4.0,28.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
625,2019,6,F,3,6,194,103.0,0.0,67.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
626,2019,6,F,3,7,425,225.0,4.0,119.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,37.0,16.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
627,2019,6,F,3,8,756,419.0,4.0,186.0,12.0,4.0,4.0,4.0,4.0,12.0,0.0,80.0,27.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
628,2019,6,F,3,9,1100,607.0,4.0,180.0,37.0,23.0,12.0,11.0,4.0,15.0,4.0,152.0,51.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
629,2019,6,F,3,10,1931,1117.0,12.0,131.0,35.0,133.0,37.0,30.0,16.0,15.0,13.0,273.0,119.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
630,2019,6,F,4,1,291,219.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,40.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
631,2019,6,F,4,2,35,23.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
632,2019,6,F,4,3,112,70.0,4.0,10.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
633,2019,6,F,4,4,283,186.0,4.0,28.0,11.0,0.0,4.0,4.0,4.0,4.0,4.0,30.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
634,2019,6,F,4,5,636,385.0,4.0,103.0,20.0,0.0,4.0,4.0,4.0,17.0,4.0,73.0,18.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
635,2019,6,F,4,6,1589,901.0,17.0,271.0,51.0,4.0,13.0,21.0,12.0,24.0,10.0,225.0,40.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
636,2019,6,F,4,7,3753,2082.0,38.0,711.0,125.0,4.0,30.0,94.0,31.0,57.0,19.0,453.0,109.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
637,2019,6,F,4,8,4629,2539.0,63.0,790.0,135.0,35.0,40.0,109.0,43.0,86.0,21.0,597.0,171.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
638,2019,6,F,4,9,4856,2688.0,59.0,606.0,162.0,157.0,46.0,113.0,51.0,115.0,22.0,626.0,211.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
639,2019,6,F,4,10,5479,3166.0,54.0,376.0,86.0,302.0,55.0,91.0,29.0,95.0,31.0,890.0,304.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
640,2019,6,F,5,1,368,307.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,33.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
641,2019,6,F,5,2,91,52.0,4.0,19.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
642,2019,6,F,5,3,162,108.0,4.0,16.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,10.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
643,2019,6,F,5,4,577,379.0,4.0,81.0,17.0,0.0,4.0,4.0,4.0,4.0,25.0,42.0,13.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
644,2019,6,F,5,5,1414,854.0,20.0,272.0,37.0,0.0,11.0,19.0,10.0,4.0,24.0,138.0,25.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
645,2019,6,F,5,6,4320,2478.0,42.0,947.0,104.0,4.0,25.0,119.0,30.0,36.0,31.0,411.0,93.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
646,2019,6,F,5,7,13304,7414.0,127.0,2982.0,234.0,47.0,105.0,613.0,107.0,96.0,55.0,1260.0,264.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
647,2019,6,F,5,8,24375,13488.0,233.0,4735.0,438.0,289.0,159.0,1382.0,240.0,263.0,98.0,2491.0,559.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
648,2019,6,F,5,9,35557,20025.0,292.0,4713.0,543.0,1276.0,284.0,1885.0,341.0,396.0,204.0,4323.0,1275.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
649,2019,6,F,5,10,58183,33652.0,326.0,3530.0,532.0,3601.0,664.0,1888.0,464.0,546.0,529.0,9729.0,2722.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
650,2019,6,F,6,1,46,34.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
651,2019,6,F,6,2,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
652,2019,6,F,6,3,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
653,2019,6,F,6,4,31,15.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
654,2019,6,F,6,5,53,25.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
655,2019,6,F,6,6,103,54.0,4.0,13.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,12.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
656,2019,6,F,6,7,215,111.0,4.0,36.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,24.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
657,2019,6,F,6,8,275,151.0,4.0,43.0,4.0,4.0,4.0,13.0,0.0,4.0,0.0,44.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
658,2019,6,F,6,9,242,137.0,4.0,34.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,30.0,13.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
659,2019,6,F,6,10,282,155.0,4.0,18.0,4.0,14.0,4.0,4.0,4.0,4.0,4.0,45.0,22.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
660,2019,6,M,1,1,254,215.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,19.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
661,2019,6,M,1,2,42,23.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
662,2019,6,M,1,3,137,76.0,4.0,19.0,4.0,0.0,4.0,4.0,4.0,4.0,10.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
663,2019,6,M,1,4,246,152.0,4.0,36.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,26.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
664,2019,6,M,1,5,548,340.0,4.0,71.0,17.0,4.0,4.0,4.0,4.0,4.0,4.0,69.0,23.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
665,2019,6,M,1,6,1280,770.0,13.0,177.0,50.0,4.0,12.0,4.0,17.0,4.0,12.0,176.0,41.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
666,2019,6,M,1,7,2466,1416.0,21.0,391.0,98.0,4.0,15.0,29.0,26.0,34.0,13.0,337.0,82.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
667,2019,6,M,1,8,2921,1613.0,23.0,513.0,117.0,17.0,27.0,47.0,34.0,47.0,11.0,399.0,73.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
668,2019,6,M,1,9,2867,1596.0,15.0,440.0,80.0,62.0,32.0,71.0,38.0,51.0,4.0,370.0,108.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
669,2019,6,M,1,10,2557,1449.0,17.0,225.0,50.0,108.0,29.0,79.0,32.0,38.0,10.0,427.0,93.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
670,2019,6,M,2,1,24,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
671,2019,6,M,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
672,2019,6,M,2,3,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
673,2019,6,M,2,4,24,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
674,2019,6,M,2,5,59,35.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
675,2019,6,M,2,6,129,69.0,4.0,10.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,22.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
676,2019,6,M,2,7,218,125.0,0.0,32.0,10.0,0.0,4.0,4.0,4.0,4.0,0.0,31.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
677,2019,6,M,2,8,284,155.0,4.0,51.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,36.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
678,2019,6,M,2,9,220,127.0,4.0,24.0,4.0,4.0,4.0,13.0,4.0,4.0,0.0,28.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
679,2019,6,M,2,10,94,46.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,12.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
680,2019,6,M,3,1,41,29.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
681,2019,6,M,3,2,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
682,2019,6,M,3,3,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
683,2019,6,M,3,4,57,33.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
684,2019,6,M,3,5,120,69.0,0.0,17.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,14.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
685,2019,6,M,3,6,309,163.0,4.0,63.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,44.0,15.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
686,2019,6,M,3,7,628,337.0,4.0,130.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,93.0,24.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
687,2019,6,M,3,8,1010,552.0,4.0,192.0,34.0,4.0,4.0,13.0,10.0,13.0,4.0,139.0,41.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
688,2019,6,M,3,9,1187,669.0,4.0,167.0,29.0,14.0,4.0,40.0,15.0,21.0,0.0,177.0,47.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
689,2019,6,M,3,10,1143,647.0,4.0,107.0,25.0,41.0,31.0,26.0,14.0,12.0,4.0,185.0,47.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
690,2019,6,M,4,1,375,298.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,49.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
691,2019,6,M,4,2,53,27.0,4.0,10.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
692,2019,6,M,4,3,117,73.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,12.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
693,2019,6,M,4,4,363,228.0,4.0,17.0,12.0,0.0,4.0,12.0,4.0,4.0,16.0,58.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
694,2019,6,M,4,5,710,425.0,4.0,56.0,19.0,0.0,4.0,4.0,4.0,4.0,13.0,156.0,21.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
695,2019,6,M,4,6,1989,1133.0,23.0,200.0,72.0,0.0,15.0,17.0,11.0,35.0,13.0,405.0,65.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
696,2019,6,M,4,7,4793,2655.0,49.0,785.0,140.0,4.0,44.0,73.0,24.0,59.0,34.0,782.0,144.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
697,2019,6,M,4,8,5957,3274.0,79.0,929.0,178.0,25.0,52.0,142.0,40.0,91.0,23.0,935.0,189.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
698,2019,6,M,4,9,4522,2502.0,56.0,645.0,122.0,85.0,36.0,114.0,40.0,88.0,19.0,639.0,176.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
699,2019,6,M,4,10,2673,1521.0,28.0,290.0,47.0,93.0,34.0,53.0,14.0,49.0,15.0,418.0,111.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
700,2019,6,M,5,1,526,431.0,4.0,10.0,0.0,0.0,4.0,0.0,4.0,4.0,54.0,11.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
701,2019,6,M,5,2,107,62.0,4.0,21.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
702,2019,6,M,5,3,246,156.0,4.0,39.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,19.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
703,2019,6,M,5,4,716,465.0,13.0,72.0,23.0,0.0,4.0,4.0,4.0,4.0,34.0,89.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
704,2019,6,M,5,5,1949,1213.0,18.0,235.0,43.0,0.0,15.0,4.0,15.0,16.0,43.0,309.0,38.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
705,2019,6,M,5,6,6383,3711.0,46.0,936.0,173.0,4.0,38.0,115.0,45.0,57.0,49.0,1111.0,98.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
706,2019,6,M,5,7,20089,11296.0,122.0,3616.0,463.0,39.0,113.0,558.0,161.0,148.0,127.0,3100.0,346.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
707,2019,6,M,5,8,33180,18278.0,257.0,5876.0,731.0,203.0,233.0,1364.0,368.0,296.0,130.0,4773.0,671.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
708,2019,6,M,5,9,38871,21633.0,327.0,5693.0,712.0,793.0,366.0,1649.0,480.0,430.0,169.0,5522.0,1097.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
709,2019,6,M,5,10,37917,21394.0,253.0,3385.0,463.0,1477.0,478.0,1139.0,397.0,497.0,284.0,6858.0,1292.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
710,2019,6,M,6,1,60,44.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
711,2019,6,M,6,2,12,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
712,2019,6,M,6,3,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
713,2019,6,M,6,4,42,18.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
714,2019,6,M,6,5,74,33.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,13.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
715,2019,6,M,6,6,164,92.0,4.0,14.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,34.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
716,2019,6,M,6,7,349,192.0,4.0,58.0,13.0,0.0,4.0,13.0,4.0,4.0,4.0,49.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
717,2019,6,M,6,8,408,220.0,4.0,56.0,10.0,4.0,4.0,13.0,4.0,4.0,4.0,72.0,13.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
718,2019,6,M,6,9,303,165.0,4.0,37.0,11.0,4.0,4.0,11.0,4.0,4.0,0.0,49.0,10.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
719,2019,6,M,6,10,185,105.0,4.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,32.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
720,2019,7,F,1,1,195,159.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,16.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
721,2019,7,F,1,2,48,24.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
722,2019,7,F,1,3,76,47.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
723,2019,7,F,1,4,171,97.0,4.0,38.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
724,2019,7,F,1,5,418,246.0,4.0,92.0,10.0,4.0,4.0,4.0,4.0,4.0,4.0,29.0,13.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
725,2019,7,F,1,6,825,478.0,10.0,217.0,16.0,4.0,4.0,4.0,4.0,4.0,4.0,50.0,30.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
726,2019,7,F,1,7,1540,866.0,10.0,342.0,56.0,4.0,4.0,16.0,23.0,22.0,4.0,135.0,58.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
727,2019,7,F,1,8,2221,1271.0,23.0,424.0,87.0,22.0,12.0,35.0,20.0,34.0,4.0,230.0,59.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
728,2019,7,F,1,9,2965,1657.0,32.0,389.0,83.0,91.0,20.0,62.0,42.0,60.0,4.0,373.0,152.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
729,2019,7,F,1,10,3991,2258.0,27.0,259.0,87.0,322.0,40.0,88.0,38.0,46.0,22.0,578.0,226.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
730,2019,7,F,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
731,2019,7,F,2,2,8,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
732,2019,7,F,2,3,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
733,2019,7,F,2,4,40,20.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
734,2019,7,F,2,5,50,26.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
735,2019,7,F,2,6,88,52.0,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
736,2019,7,F,2,7,190,110.0,4.0,35.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,17.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
737,2019,7,F,2,8,214,121.0,4.0,29.0,11.0,4.0,4.0,4.0,4.0,4.0,0.0,25.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
738,2019,7,F,2,9,227,131.0,4.0,30.0,4.0,4.0,4.0,10.0,4.0,4.0,0.0,28.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
739,2019,7,F,2,10,189,108.0,4.0,11.0,4.0,14.0,4.0,4.0,4.0,4.0,4.0,24.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
740,2019,7,F,3,1,40,32.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
741,2019,7,F,3,2,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
742,2019,7,F,3,3,16,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
743,2019,7,F,3,4,34,10.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
744,2019,7,F,3,5,93,46.0,0.0,23.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
