Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Start Date,End Date
2019,11,2,6,3,16,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,4,1,2,4,37,21.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,2,2,3,9,1159,657.0,4.0,138.0,46.0,35.0,24.0,26.0,11.0,18.0,4.0,132.0,64.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,1,2,6,3,12,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2019,2,2,3,4,29,17.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,5,1,6,7,463,237.0,4.0,46.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,57.0,12.0,43.0,40.0,02/23/2021,05/01/2020,05/31/2020
2019,8,2,1,5,429,250.0,4.0,105.0,12.0,0.0,4.0,4.0,4.0,4.0,4.0,26.0,12.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,8,2,4,1,241,190.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,27.0,4.0,4.0,4.0,0.0,02/23/2021,08/01/2020,08/31/2020
2020,3,1,2,2,16,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,02/23/2021,03/01/2020,03/31/2020
2019,1,1,6,2,8,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2021,1,2,4,2,42,18.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,02/23/2021,01/01/2021,01/31/2021
2020,7,2,4,5,1170,613.0,11.0,107.0,34.0,0.0,11.0,13.0,11.0,21.0,19.0,118.0,23.0,102.0,87.0,02/23/2021,07/01/2020,07/31/2020
2020,12,1,3,3,58,24.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,4.0,4.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2019,8,2,3,9,1096,622.0,4.0,181.0,25.0,26.0,4.0,17.0,13.0,10.0,4.0,127.0,63.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2020,8,1,4,9,6934,3426.0,52.0,694.0,145.0,89.0,63.0,118.0,25.0,106.0,43.0,690.0,209.0,660.0,614.0,02/23/2021,08/01/2020,08/31/2020
2020,5,2,3,1,26,14.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,05/01/2020,05/31/2020
2019,12,2,5,10,67726,39300.0,405.0,3794.0,577.0,4436.0,871.0,2083.0,561.0,632.0,648.0,11222.0,3197.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,3,1,4,6,2701,1439.0,29.0,222.0,95.0,4.0,31.0,27.0,17.0,38.0,24.0,433.0,60.0,145.0,137.0,02/23/2021,03/01/2020,03/31/2020
2019,6,2,4,9,4856,2688.0,59.0,606.0,162.0,157.0,46.0,113.0,51.0,115.0,22.0,626.0,211.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,10,2,6,8,318,169.0,4.0,62.0,4.0,4.0,4.0,13.0,4.0,4.0,0.0,46.0,4.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,6,1,4,1,375,298.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,49.0,4.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,8,1,1,6,3243,1489.0,19.0,153.0,71.0,0.0,21.0,12.0,4.0,13.0,46.0,209.0,51.0,594.0,561.0,02/23/2021,08/01/2020,08/31/2020
2020,11,1,5,8,48546,24093.0,288.0,6007.0,891.0,259.0,295.0,1246.0,334.0,333.0,331.0,5226.0,821.0,4386.0,4036.0,02/23/2021,11/01/2020,11/30/2020
2020,3,2,3,9,1538,827.0,12.0,182.0,49.0,29.0,37.0,24.0,18.0,17.0,4.0,169.0,84.0,44.0,42.0,02/23/2021,03/01/2020,03/31/2020
2019,3,1,4,1,354,288.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,42.0,4.0,4.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,2,1,5,4,804,514.0,4.0,74.0,36.0,0.0,30.0,4.0,4.0,4.0,42.0,88.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,6,1,2,4,24,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,4,1,6,8,430,236.0,0.0,47.0,12.0,4.0,4.0,23.0,4.0,4.0,4.0,81.0,11.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,7,2,3,6,253,132.0,4.0,80.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,13.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,1,2,6,5,70,38.0,0.0,12.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2020,2,2,6,6,77,37.0,0.0,12.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,6,2,5,6,4941,2820.0,56.0,940.0,96.0,4.0,45.0,121.0,36.0,36.0,51.0,492.0,90.0,84.0,70.0,02/23/2021,06/01/2020,06/30/2020
2019,9,2,4,4,225,157.0,0.0,23.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,25.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,9,2,3,5,96,49.0,0.0,27.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,4,1,1,5,578,357.0,4.0,61.0,15.0,4.0,4.0,4.0,4.0,4.0,11.0,85.0,25.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,12,2,3,1,33,21.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,12/01/2020,12/31/2020
2020,8,2,5,2,85,43.0,0.0,14.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,08/01/2020,08/31/2020
2020,6,2,6,10,294,155.0,4.0,15.0,4.0,15.0,4.0,4.0,4.0,4.0,4.0,45.0,11.0,13.0,12.0,02/23/2021,06/01/2020,06/30/2020
2019,5,2,6,10,241,142.0,4.0,14.0,4.0,13.0,4.0,4.0,4.0,4.0,4.0,40.0,4.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2019,2,2,1,3,86,47.0,0.0,19.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2021,1,2,5,2,42,26.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2021,01/31/2021
2019,9,2,5,2,99,54.0,4.0,17.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,5,1,3,6,304,160.0,0.0,61.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,52.0,11.0,0.0,0.0,02/23/2021,05/01/2019,05/31/2019
2020,5,2,4,2,33,13.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,05/01/2020,05/31/2020
2020,2,2,3,10,2256,1313.0,10.0,128.0,35.0,132.0,42.0,44.0,13.0,33.0,13.0,363.0,130.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,6,1,5,1,526,431.0,4.0,10.0,0.0,0.0,4.0,0.0,4.0,4.0,54.0,11.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,12,1,6,4,93,46.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,19.0,4.0,0.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2019,1,1,3,10,1497,843.0,4.0,119.0,47.0,47.0,49.0,54.0,4.0,14.0,10.0,241.0,65.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,11,1,5,2,102,61.0,4.0,13.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,3,2,6,1,42,34.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,03/01/2020,03/31/2020
2020,10,2,6,5,80,40.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,10/01/2020,10/31/2020
2019,10,1,2,7,224,132.0,4.0,26.0,10.0,0.0,0.0,4.0,4.0,4.0,4.0,32.0,4.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,1,2,4,8,5655,3114.0,71.0,879.0,178.0,45.0,70.0,143.0,54.0,114.0,23.0,744.0,212.0,4.0,4.0,02/23/2021,01/01/2020,01/31/2020
2021,1,1,3,5,271,122.0,4.0,13.0,4.0,0.0,4.0,0.0,0.0,4.0,28.0,21.0,4.0,34.0,33.0,02/23/2021,01/01/2021,01/31/2021
2020,4,1,2,1,8,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2019,1,1,2,6,157,88.0,4.0,11.0,12.0,0.0,4.0,4.0,4.0,4.0,4.0,18.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,8,2,6,1,40,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,08/01/2020,08/31/2020
2019,1,1,6,3,12,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,8,1,5,4,729,465.0,4.0,91.0,22.0,0.0,4.0,4.0,4.0,4.0,37.0,79.0,15.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,6,1,3,3,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,10,1,2,10,215,100.0,4.0,18.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,18.0,4.0,24.0,23.0,02/23/2021,10/01/2020,10/31/2020
2020,9,2,3,3,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,09/01/2020,09/30/2020
2020,2,2,2,1,8,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,12,1,3,1,37,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,8,1,1,3,148,86.0,0.0,27.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,11.0,4.0,0.0,0.0,02/23/2021,08/01/2019,08/31/2019
2019,10,1,4,7,5107,2842.0,50.0,802.0,145.0,4.0,44.0,76.0,33.0,67.0,40.0,853.0,151.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,9,2,3,7,427,227.0,4.0,121.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,34.0,17.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,6,1,5,3,323,202.0,4.0,34.0,11.0,0.0,4.0,4.0,4.0,0.0,27.0,21.0,4.0,4.0,4.0,02/23/2021,06/01/2020,06/30/2020
2019,2,1,3,2,12,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,5,2,1,1,175,145.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.0,4.0,0.0,02/23/2021,05/01/2020,05/31/2020
2020,8,2,4,6,2198,1155.0,27.0,245.0,69.0,4.0,13.0,26.0,21.0,30.0,27.0,240.0,60.0,150.0,131.0,02/23/2021,08/01/2020,08/31/2020
2019,6,1,1,10,2557,1449.0,17.0,225.0,50.0,108.0,29.0,79.0,32.0,38.0,10.0,427.0,93.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2020,1,2,6,1,69,53.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2020,01/31/2020
2021,1,2,1,4,462,219.0,4.0,18.0,4.0,0.0,0.0,4.0,0.0,4.0,76.0,4.0,4.0,68.0,57.0,02/23/2021,01/01/2021,01/31/2021
2019,1,2,5,7,15590,8715.0,170.0,3297.0,314.0,52.0,188.0,726.0,134.0,111.0,72.0,1532.0,279.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,11,2,6,5,57,29.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,11/01/2020,11/30/2020
2020,9,1,6,1,62,42.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,09/01/2020,09/30/2020
2020,4,2,5,9,51472,26286.0,302.0,4723.0,670.0,1761.0,528.0,1982.0,386.0,396.0,219.0,4717.0,1364.0,4192.0,3946.0,02/23/2021,04/01/2020,04/30/2020
2021,1,1,6,5,160,75.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,28.0,4.0,4.0,19.0,18.0,02/23/2021,01/01/2021,01/31/2021
2019,3,1,5,10,44476,25246.0,364.0,3608.0,509.0,1663.0,802.0,1366.0,461.0,576.0,284.0,8137.0,1460.0,0.0,0.0,02/23/2021,03/01/2019,03/31/2019
2020,9,1,6,6,209,108.0,4.0,18.0,11.0,0.0,4.0,4.0,4.0,4.0,4.0,20.0,4.0,12.0,12.0,02/23/2021,09/01/2020,09/30/2020
2019,2,1,4,7,5102,2840.0,53.0,678.0,166.0,4.0,61.0,104.0,35.0,88.0,25.0,893.0,155.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,7,1,6,8,561,294.0,4.0,64.0,24.0,4.0,4.0,4.0,4.0,4.0,4.0,82.0,4.0,33.0,32.0,02/23/2021,07/01/2020,07/31/2020
2020,5,1,5,7,24429,13140.0,181.0,3642.0,567.0,40.0,146.0,619.0,153.0,149.0,127.0,3484.0,405.0,926.0,850.0,02/23/2021,05/01/2020,05/31/2020
2019,6,2,1,10,3969,2236.0,25.0,266.0,78.0,300.0,50.0,86.0,51.0,45.0,16.0,596.0,220.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,10,2,2,2,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,12,2,5,2,89,48.0,0.0,13.0,0.0,0.0,4.0,0.0,4.0,0.0,12.0,0.0,0.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2020,4,1,1,5,1992,870.0,15.0,74.0,30.0,0.0,13.0,4.0,16.0,4.0,19.0,93.0,28.0,419.0,407.0,02/23/2021,04/01/2020,04/30/2020
2019,1,1,1,4,299,193.0,4.0,33.0,4.0,0.0,10.0,4.0,4.0,4.0,12.0,27.0,4.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2020,5,1,2,6,237,111.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,20.0,4.0,43.0,39.0,02/23/2021,05/01/2020,05/31/2020
2019,11,1,2,8,250,140.0,4.0,34.0,10.0,0.0,4.0,4.0,4.0,4.0,4.0,38.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,10,1,5,6,6500,3803.0,59.0,974.0,155.0,4.0,43.0,92.0,51.0,55.0,63.0,1098.0,103.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,2,1,6,8,470,253.0,4.0,54.0,17.0,4.0,4.0,20.0,4.0,4.0,4.0,92.0,10.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2019,12,1,6,1,66,44.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,11,2,6,5,50,22.0,4.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,6,2,3,10,2391,1284.0,4.0,145.0,50.0,137.0,23.0,26.0,11.0,28.0,17.0,298.0,115.0,132.0,121.0,02/23/2021,06/01/2020,06/30/2020
2019,6,2,3,3,16,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,02/23/2021,06/01/2019,06/30/2019
2019,11,2,5,7,14122,7914.0,141.0,3054.0,264.0,59.0,98.0,599.0,134.0,111.0,69.0,1389.0,290.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2019,10,1,1,7,2611,1482.0,33.0,447.0,94.0,4.0,18.0,16.0,12.0,37.0,14.0,375.0,79.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2019,12,1,3,8,1022,565.0,4.0,188.0,43.0,4.0,15.0,15.0,4.0,11.0,4.0,132.0,37.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,9,2,3,4,34,14.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,7,1,2,8,453,217.0,4.0,38.0,14.0,4.0,4.0,4.0,4.0,4.0,4.0,44.0,4.0,56.0,52.0,02/23/2021,07/01/2020,07/31/2020
2019,2,1,2,6,112,70.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,14.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2019,9,1,2,4,44,24.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2019,10,1,3,5,106,59.0,4.0,16.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,15.0,4.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,3,2,5,4,707,453.0,4.0,91.0,20.0,0.0,24.0,4.0,4.0,4.0,15.0,69.0,11.0,4.0,4.0,02/23/2021,03/01/2020,03/31/2020
2020,10,1,6,7,429,230.0,4.0,51.0,10.0,0.0,4.0,4.0,4.0,4.0,12.0,65.0,4.0,19.0,18.0,02/23/2021,10/01/2020,10/31/2020
2019,7,1,4,1,345,273.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,44.0,4.0,4.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2020,4,2,3,3,20,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,04/01/2020,04/30/2020
2019,2,2,2,3,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,7,2,2,3,12,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,02/23/2021,07/01/2020,07/31/2020
2019,9,1,4,5,742,437.0,4.0,64.0,36.0,0.0,4.0,4.0,4.0,11.0,16.0,144.0,18.0,0.0,0.0,02/23/2021,09/01/2019,09/30/2019
2020,11,2,5,6,5567,3045.0,69.0,888.0,98.0,4.0,48.0,89.0,49.0,29.0,183.0,433.0,96.0,277.0,259.0,02/23/2021,11/01/2020,11/30/2020
2020,9,2,6,10,321,186.0,4.0,13.0,4.0,26.0,4.0,4.0,4.0,4.0,4.0,40.0,14.0,10.0,4.0,02/23/2021,09/01/2020,09/30/2020
2020,8,1,1,8,7175,3155.0,34.0,554.0,145.0,25.0,39.0,50.0,25.0,42.0,18.0,532.0,99.0,1257.0,1200.0,02/23/2021,08/01/2020,08/31/2020
2020,12,1,1,9,9490,3986.0,29.0,428.0,139.0,87.0,58.0,80.0,54.0,65.0,30.0,573.0,134.0,1949.0,1878.0,02/23/2021,12/01/2020,12/31/2020
2019,2,2,6,6,107,55.0,0.0,12.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,16.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,5,2,3,10,3136,1562.0,13.0,116.0,60.0,143.0,31.0,39.0,13.0,19.0,17.0,362.0,141.0,324.0,296.0,02/23/2021,05/01/2020,05/31/2020
2020,12,2,6,4,60,24.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2020,2,1,1,8,3217,1776.0,22.0,512.0,127.0,20.0,51.0,57.0,47.0,46.0,11.0,444.0,96.0,4.0,4.0,02/23/2021,02/01/2020,02/29/2020
2020,5,1,3,4,74,40.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,14.0,0.0,4.0,4.0,02/23/2021,05/01/2020,05/31/2020
2020,10,2,5,9,45207,24115.0,308.0,5218.0,569.0,1602.0,352.0,1655.0,405.0,386.0,217.0,4579.0,1451.0,2315.0,2035.0,02/23/2021,10/01/2020,10/31/2020
2019,1,2,5,10,69771,40325.0,484.0,3896.0,649.0,4292.0,1143.0,2281.0,596.0,645.0,666.0,11502.0,3292.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,1,1,2,5,63,35.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,02/23/2021,01/01/2019,01/31/2019
2019,2,2,6,7,190,103.0,4.0,33.0,4.0,0.0,0.0,4.0,4.0,4.0,4.0,26.0,4.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,12,1,4,2,42,18.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2020,3,2,5,3,194,121.0,4.0,31.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,14.0,4.0,0.0,0.0,02/23/2021,03/01/2020,03/31/2020
2020,5,1,3,7,1093,507.0,4.0,138.0,25.0,4.0,4.0,4.0,4.0,4.0,4.0,107.0,22.0,137.0,129.0,02/23/2021,05/01/2020,05/31/2020
2020,2,1,1,1,258,205.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,25.0,4.0,4.0,0.0,0.0,02/23/2021,02/01/2020,02/29/2020
2020,5,2,1,6,1353,668.0,10.0,200.0,40.0,0.0,4.0,11.0,4.0,4.0,4.0,69.0,20.0,165.0,154.0,02/23/2021,05/01/2020,05/31/2020
2019,12,2,2,10,219,129.0,4.0,14.0,4.0,11.0,4.0,4.0,4.0,4.0,4.0,33.0,4.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2019,12,1,4,6,2225,1255.0,29.0,213.0,93.0,0.0,25.0,32.0,17.0,43.0,29.0,420.0,69.0,0.0,0.0,02/23/2021,12/01/2019,12/31/2019
2020,7,2,1,6,1819,838.0,4.0,205.0,32.0,0.0,4.0,4.0,4.0,14.0,12.0,76.0,27.0,305.0,294.0,02/23/2021,07/01/2020,07/31/2020
2020,6,1,4,1,337,254.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,47.0,4.0,4.0,4.0,4.0,02/23/2021,06/01/2020,06/30/2020
2020,11,1,4,8,8613,4275.0,64.0,910.0,215.0,45.0,59.0,143.0,55.0,107.0,88.0,1050.0,235.0,723.0,644.0,02/23/2021,11/01/2020,11/30/2020
2020,11,1,3,1,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02/23/2021,11/01/2020,11/30/2020
2020,12,1,2,3,16,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,02/23/2021,12/01/2020,12/31/2020
2020,5,1,4,3,132,77.0,0.0,12.0,4.0,0.0,4.0,0.0,0.0,0.0,13.0,10.0,4.0,4.0,4.0,02/23/2021,05/01/2020,05/31/2020
2019,4,1,1,1,254,194.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,32.0,4.0,4.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2019,2,2,2,5,48,28.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,02/23/2021,02/01/2019,02/28/2019
2020,6,1,6,8,485,255.0,4.0,52.0,4.0,0.0,4.0,15.0,4.0,4.0,4.0,72.0,4.0,32.0,31.0,02/23/2021,06/01/2020,06/30/2020
2019,7,2,5,9,35813,20152.0,333.0,4859.0,524.0,1294.0,290.0,1824.0,411.0,397.0,206.0,4250.0,1273.0,0.0,0.0,02/23/2021,07/01/2019,07/31/2019
2019,11,1,1,7,2531,1445.0,27.0,390.0,100.0,4.0,13.0,26.0,18.0,52.0,22.0,360.0,74.0,0.0,0.0,02/23/2021,11/01/2019,11/30/2019
2020,12,2,4,8,8747,4147.0,84.0,802.0,194.0,58.0,62.0,130.0,52.0,99.0,68.0,813.0,188.0,1060.0,990.0,02/23/2021,12/01/2020,12/31/2020
2019,10,1,2,10,130,67.0,4.0,11.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,20.0,4.0,0.0,0.0,02/23/2021,10/01/2019,10/31/2019
2020,11,2,5,4,816,481.0,4.0,68.0,13.0,0.0,4.0,4.0,4.0,4.0,104.0,50.0,10.0,36.0,34.0,02/23/2021,11/01/2020,11/30/2020
2019,4,2,2,8,276,160.0,4.0,38.0,10.0,4.0,4.0,4.0,4.0,4.0,0.0,31.0,13.0,0.0,0.0,02/23/2021,04/01/2019,04/30/2019
2020,4,1,1,9,8221,3594.0,30.0,480.0,127.0,90.0,69.0,96.0,51.0,45.0,13.0,607.0,114.0,1484.0,1421.0,02/23/2021,04/01/2020,04/30/2020
2020,4,1,5,7,26307,13694.0,169.0,3480.0,548.0,40.0,257.0,688.0,174.0,159.0,129.0,3396.0,421.0,1619.0,1533.0,02/23/2021,04/01/2020,04/30/2020
